,coachella_sentiment,text,polarity,clean_text
173,positive,#Thisjusthappened!! Yay so excited!! #Coachella2015 #imsobroke lol! #soworthit http://t.co/4vT3NGkHvA,2,Thisjusthappened!! Yay so excited!! Coachella imsobroke lol! soworthit
174,positive,RT @ayotiffany22: Got my ticket _Ù___Ù_ä_Ù_ä_Ù_ä_Ù___Ù__ #Coachella2015,2,Got my ticket Coachella
175,positive,something for your ears while you wait on the standby page #Coachella #Coachella2015 https://t.co/3vhd4Ckuxf,2,something for your ears while you wait on the standby page Coachella Coachella
176,positive,YESSSSSSSS!!!!! #Coachella2015 I'm ready for you _Ù÷__Ù÷__Ù÷_ http://t.co/IoTUHR4xdC,2,YESSSSSSSS!!!!! Coachella I'm ready for you
177,positive,Sitting here on the standby page for coachella tickets #Coachella2015 http://t.co/s6uVh6rUim,2,Sitting here on the standby page for coachella tickets Coachella
178,positive,Just bought my ticket for Weekend 2 at #Coachella2015 Happy early birthday to me!!! #couldIBEmoreLA #amibasicnow  #LAbucketlist,2,Just bought my ticket for Weekend at Coachella Happy early birthday to me!!! couldIBEmoreLA amibasicnow LAbucketlist
179,positive,All I need is the Car Camping and I'm set!!! #Coachella2015,2,All I need is the Car Camping and I'm set!!! Coachella
180,positive,Got my ticket _Ù___Ù_ä_Ù_ä_Ù_ä_Ù___Ù__ #Coachella2015,2,Got my ticket Coachella
181,positive,#Coachella2015 tickets sold out stupid fast @coachella,2,Coachella tickets sold out stupid fast
182,positive,#Coachella2015 we comin for you,2,Coachella we comin for you
183,positive,may the odds be in your favor ÏÎü_ÙÎü_ÙÕ¥ #Coachella2015,2,may the odds be in your favor Coachella
184,positive,RT @dfuckind: @LilTifff @Fuuckinsarah got them hoes! see ya weekend 2!!!! #coachella2015,2,got them hoes! see ya weekend !!!! coachella
185,positive,@coachella here we come again!!! @MaddisonDelaney @adriannamcortes _ÙÎ__ÙÎÈ_ÙÎµ÷Ûü #Coachella2015,2,here we come again!!! Coachella
186,positive,Free showers and cell phone charging stations in all campground lots?!?!? :O  ... Coachella &gt;&gt; TomorrowWorld #Coachella2015,2,Free showers and cell phone charging stations in all campground lots?!?!? ... Coachella gt gt TomorrowWorld Coachella
187,positive,My day just got better _ÙªÎ. #Coachella2015 http://t.co/b2XttPRXUV,2,My day just got better . Coachella
188,positive,It's official! #Coachella2015,2,It's official! Coachella
189,positive,I want to go to #Coachella2015 _Ù÷_ü http://t.co/vOemd2GpEm,2,I want to go to Coachella
190,positive,Anxiety attacks this afternoon #Coachella2015,2,Anxiety attacks this afternoon Coachella
191,positive,So pumped for Axwell &amp; Ingrosso ! #Coachella2015,2,So pumped for Axwell amp Ingrosso ! Coachella
192,positive,ÛÏ@ChrisR_16: The fact kyram got through stand by in less that 5 minutes... #recordtime #Coachella2015Û No wait for me _Ù÷_Ù÷â_Ù÷__Ù÷__Ù÷_,2,The fact kyram got through stand by in less that minutes... recordtime Coachella No wait for me
193,positive,It looks like I'll be at @coachella again #Coachella2015,2,It looks like I'll be at again Coachella
194,positive,In off the red!!! Coachella 2015 tickets.....Done! #Coachella #Coachella2015 Now to get in shape!!,2,In off the red!!! Coachella tickets.....Done! Coachella Coachella Now to get in shape!!
195,positive,RT @RaphNasty: The closest I'll ever get to the feeling of defusing a bomb is waiting on the standby page for Coachella tickets. #CoachellaÛ_,2,The closest I'll ever get to the feeling of defusing a bomb is waiting on the standby page for Coachella tickets. Coachella
196,positive,That feeling when you buy your #Coachella2015 #weekend1 ticket _ÙªÎ @coachella,2,That feeling when you buy your Coachella weekend ticket
197,positive,Coachella here I come again!!! #Coachella2015 #3rdyear ª´,2,Coachella here I come again!!! Coachella rdyear
198,positive,RT @florence47: Just got real _ÙªÎ #Coachella2015 @JacobHoefert http://t.co/s9lZwNrQIL,2,Just got real Coachella
199,positive,RT @amandavillicana: Thank the lord I got thru!! #coachella2015,2,Thank the lord I got thru!! coachella
200,positive,Weekend 1 crew WADDAP!! #Coachella2015,2,Weekend crew WADDAP!! Coachella
201,positive,Thank the lord I got thru!! #coachella2015,2,Thank the lord I got thru!! coachella
202,positive,Honestly just got an adrenaline rush from fucking getting my tickets #coachella2015 @caaiiit_,2,Honestly just got an adrenaline rush from fucking getting my tickets coachella
203,positive,The fact kyram got through stand by in less that 5 minutes... #recordtime #Coachella2015,2,The fact kyram got through stand by in less that minutes... recordtime Coachella
204,positive,This is how I shop for #Coachella2015 tickets. http://t.co/OfQk9jk35z,2,This is how I shop for Coachella tickets.
205,positive,Just got real _ÙªÎ #Coachella2015 @JacobHoefert http://t.co/s9lZwNrQIL,2,Just got real Coachella
206,positive,OFICALLLY GOING TO COACHELLA THIS YEAR!! _Ù÷__Ù÷±_Ù÷__Ù÷ #Coachella2015 #MusicIsLife,2,OFICALLLY GOING TO COACHELLA THIS YEAR!! Coachella MusicIsLife
207,positive,*Entire office starts cheering when I get the confirmation*  #Coachella2015 #Round3,2,Entire office starts cheering when I get the confirmation Coachella Round
208,positive,currently experiencing sudden outbursts of excitement because of Coachella. #SOEXCITED #weekend2 #Coachella2015,2,currently experiencing sudden outbursts of excitement because of Coachella. SOEXCITED weekend Coachella
209,positive,Take me to the desert! _Ù÷ #Coachella2015,2,Take me to the desert! Coachella
210,positive,"#Coachella2015 it's happening!     
   _Ùª_Ù_ä_Ù÷",2,Coachella it's happening!
211,positive,"Coachella weekend 1 ticket ÏÓü
Shuttle pass ÏÓü
Guest house for the weekend ÏÓü
The official countdown to #Coachella2015 begins _ÙÕÄ_ÙÎÛ÷Ûü",2,Coachella weekend ticket Shuttle pass Guest house for the weekend The official countdown to Coachella begins
212,positive,Going to #Coachella2015 @coachella,2,Going to Coachella
213,positive,Just bought my Coachella ticket #fuckyeah #Coachella2015,2,Just bought my Coachella ticket fuckyeah Coachella
214,positive,"Weekend 2, I see you #coachella2015 #stokedalready",2,Weekend I see you coachella stokedalready
215,positive,WEEKEND 2!!!!! _Ù÷ö_ÙÕü_ÙÕø_Ùª_ÙªÎ_Ù÷_Ù÷ÏÉ #Coachella2015 #Yewwww http://t.co/KGj5DRqGXo,2,WEEKEND !!!!! Coachella Yewwww
216,positive,dear god man #Ultra2015 #coachella2015 #GovBallNYC #Bottlerock #lineups #bands #DJs #hashtags,2,dear god man Ultra coachella GovBallNYC Bottlerock lineups bands DJs hashtags
217,positive,Screaming like a banshee!! #Coachella2015 we have our tickets @madeleineprice #woooooohooooo,2,Screaming like a banshee!! Coachella we have our tickets woooooohooooo
218,positive,Lol probably made someone real happy. S/O to bae for getting the tickets before I did. #Coachella2015 http://t.co/gRYHsx8L5F,2,Lol probably made someone real happy. S O to bae for getting the tickets before I did. Coachella
219,positive,Woohoo! We got our tickets. Weekend 1 baby. #Coachella2015 #NeedACampingSpot,2,Woohoo! We got our tickets. Weekend baby. Coachella NeedACampingSpot
220,positive,Raka Party Alert Raka Party Alert! _Ù_¬#Coachella2015 get ready to Rock &amp; Roll #RakasatCoachellaÛ_ http://t.co/0P8ui1xNWG,2,Raka Party Alert Raka Party Alert! Coachella get ready to Rock amp Roll RakasatCoachella
221,positive,RT @KailaViolette: WEEKEND 1 HERE WE COME _ÙÎ__ÙÎÈ @mbonfiglio5 @ChelsLerma #Coachella2015,2,WEEKEND HERE WE COME Coachella
222,positive,"fuck yeah, happy birthday to me. #Aprilcomefaster #coachella2015 ktbeyer @mfarfanz _Ù÷Ý http://t.co/HBupGVGViv",2,fuck yeah happy birthday to me. Aprilcomefaster coachella ktbeyer
223,positive,Weekend ÏÎü#yee #Coachella2015,2,Weekend yee Coachella
224,positive,IM GOING TO #COACHELLA2015 !!!!!!!!!!  _Ù÷_Ù_ö_Ù___Ù_ä,2,IM GOING TO COACHELLA !!!!!!!!!!
225,positive,BOOM! We're going to @coachella kids!!!!!! #Coachella2015 ÷Ûü_Ù÷_,2,BOOM! We're going to kids!!!!!! Coachella
226,positive,COACHELLAAAAAAAAA #Coachella2015 yesssssssssss the excitement is real,2,COACHELLAAAAAAAAA Coachella yesssssssssss the excitement is real
227,positive,Just snatched #Coachella2015 tickets!,2,Just snatched Coachella tickets!
228,positive,WEEKEND 1 HERE WE COME _ÙÎ__ÙÎÈ @mbonfiglio5 @ChelsLerma #Coachella2015,2,WEEKEND HERE WE COME Coachella
229,positive,Who is going to #Coachella2015 ??! I NEED to see @Hozier,2,Who is going to Coachella ??! I NEED to see
230,positive,Watch out @coachella Weekend 2 here we come! #Coachella2015,2,Watch out Weekend here we come! Coachella
231,positive,I would sell my nonexistent soul to go to #Coachella2015,2,I would sell my nonexistent soul to go to Coachella
232,positive,Omg I want to go to #Coachella2015 soooooo bad!!!,2,Omg I want to go to Coachella soooooo bad!!!
233,positive,"Perhaps, this will be the year Û_

#Coachella2015",2,Perhaps this will be the year Coachella
234,positive,I already bought pairs to both weekends but Mary and I got in hella quick today! #Coachella2015 #Weekend1 The Weeknd http://t.co/yIjYWJsH7R,2,I already bought pairs to both weekends but Mary and I got in hella quick today! Coachella Weekend The Weeknd
235,positive,I really wanna go to #Coachella2015...,2,I really wanna go to Coachella ...
236,positive,Well that was a lot easier than I thought... #Coachella2015 _ÙªÎ http://t.co/0s2Xn2FP1n,2,Well that was a lot easier than I thought... Coachella
237,positive,@LilTifff @Fuuckinsarah got them hoes! see ya weekend 2!!!! #coachella2015,2,got them hoes! see ya weekend !!!! coachella
238,positive,I got it _Ù÷_Ù÷_Ù÷ #Coachella2015,2,I got it Coachella
239,positive,OMG!!!! I'm going going back back to Cali Cali #Coachella2015 here we come!!!!!!!!!!!!!!!!!!!!!!@BHoffman42,2,OMG!!!! I'm going going back back to Cali Cali Coachella here we come!!!!!!!!!!!!!!!!!!!!!!
240,positive,It's like a mini EDC with all the edm artists playing this year. I would only be looking forward to them and AC_ÁüDC #Coachella2015,2,It's like a mini EDC with all the edm artists playing this year. I would only be looking forward to them and AC DC Coachella
241,positive,Attention everybody. My girlfriend is clutch AF with those #Coachella2015 tickets. I fucking love her!,2,Attention everybody. My girlfriend is clutch AF with those Coachella tickets. I fucking love her!
242,positive,"Hi guys, I need you to hop off the Coachella page so I can buy my fucking ticket. Kthxbye. #Coachella2015",2,Hi guys I need you to hop off the Coachella page so I can buy my fucking ticket. Kthxbye. Coachella
243,positive,I think I'm going to pass out before I even get passed the standby page #coachella2015,2,I think I'm going to pass out before I even get passed the standby page coachella
244,positive,And now we wait. _Ù÷_ #Coachella2015 http://t.co/tVTLyJNnIy,2,And now we wait. Coachella
245,positive,And @EliteDaily thanks for putting @AngelAlessandra as the cover image - she's my favorite! http://t.co/lJDH08HAmA #Coachella2015,2,And thanks for putting as the cover image she's my favorite! Coachella
246,positive,"Coachella tickets- ÏÓü
Super 8 thurs to mon- ÏÓü
Flight in April from DBX to LAX- ÏÓü
April 10th- _ÙÕø
#Coachella2015",2,Coachella tickets Super thurs to mon Flight in April from DBX to LAX April th Coachella
247,positive,"""Why would you wear high heels to Coachella"" ""Because it's #Coachella!"" #Coachella2015 #basicbitches",2,Why would you wear high heels to Coachella Because it's Coachella! Coachella basicbitches
248,positive,CRISIS AVERTED. #Coachella2015 http://t.co/tzCzuuvHRQ,2,CRISIS AVERTED. Coachella
249,positive,4 Macs and 7 open pages #Coachella2015 http://t.co/w3fNmUvGIA,2,Macs and open pages Coachella
250,positive,my prayers go out to everyone trying to purchase #Coachella2015 tickets,2,my prayers go out to everyone trying to purchase Coachella tickets
251,positive,now we play the waiting game bebe #Coachella2015,2,now we play the waiting game bebe Coachella
252,positive,Omgosh #Coachella2015 tickets are on sale in 2 mins!!!!!,2,Omgosh Coachella tickets are on sale in mins!!!!!
253,positive,@FM949sd Call my name!! #Positivevibes #Coachella2015,2,Call my name!! Positivevibes Coachella
254,positive,Coachella ticket time....fingers crossed cause I want to be getting boozy with my bois @Drake and @theweeknd #Coachella2015,2,Coachella ticket time....fingers crossed cause I want to be getting boozy with my bois and Coachella
255,positive,Here comes Coachella! Relive 2014's Weekend 1 here: Photos: http://t.co/n7pyA00bQu #Coachella2015 http://t.co/utyuY1T4P1 #Coachella2015,2,Here comes Coachella! Relive 's Weekend here Photos Coachella Coachella
256,positive,This line up over the real line up all day!_Ù÷â#Coachella2015 http://t.co/W7ch1JIKpm,2,This line up over the real line up all day! Coachella
257,positive,RT @jasminalyssa: Almost time! #Coachella2015 _ÙªÎ_Ùªö,2,Almost time! Coachella
258,positive,RT @simplyymilann_: 10 more mins _Ùª #Coachella2015,2,more mins Coachella
259,positive,Almost time! #Coachella2015 _ÙªÎ_Ùªö,2,Almost time! Coachella
260,positive,10 more minutes..... #Coachella2015,2,more minutes..... Coachella
261,positive,#Coachella2015 lineup crazy,2,Coachella lineup crazy
262,positive,PATIENTLY WAITING #Coachella2015 http://t.co/dGfjNChLDE,2,PATIENTLY WAITING Coachella
263,positive,ANXIETY. #coachella #coachella2015 #cantwait #GAallDay lol #weekend1 #weekend2 is my birthday ;)Û_ http://t.co/CN6cfkWeWr,2,ANXIETY. coachella coachella cantwait GAallDay lol weekend weekend is my birthday
264,positive,Only 15 more minutes until I'm poor #Coachella2015 http://t.co/P2Dp2IPEgb,2,Only more minutes until I'm poor Coachella
265,positive,All of my devices right now. #Coachella2015 http://t.co/beDZPmRc3K,2,All of my devices right now. Coachella
266,positive,So fucking amped _Ù÷__Ù÷_ #Coachella2015 http://t.co/xGqUfxACd7,2,So fucking amped Coachella
267,positive,#Coachella2015 tix bout to drop! Dayum,2,Coachella tix bout to drop! Dayum
268,positive,Its like black Friday for festival lovers...is it Noon?! #Coachella2015,2,Its like black Friday for festival lovers...is it Noon?! Coachella
269,positive,"@questlove, If only @theroots were going to jam with that colossal #Coachella2015 crowd &amp; lineup!! Would be one magical set in California",2,If only were going to jam with that colossal Coachella crowd amp lineup!! Would be one magical set in California
270,positive,20 minutes to go beyatches!!!! Get in line... coachella #coachella2015 #areyougoing #letthequeuebeginÛ_ http://t.co/TDijcLBvY0,2,minutes to go beyatches!!!! Get in line... coachella coachella areyougoing letthequeuebegin
271,positive,RT @kryziaaaq: weekend one or weekend two? #Coachella2015,2,weekend one or weekend two? Coachella
272,positive,Just got the best news ever. Bae is coming to visit and this is about to get wild. #Coachella2015 http://t.co/GzmWfV1KiS,2,Just got the best news ever. Bae is coming to visit and this is about to get wild. Coachella
273,positive,Good luck to everyone trying to get @coachella tix today! #Coachella #Coachella2015,2,Good luck to everyone trying to get tix today! Coachella Coachella
274,positive,Time to get @ThatBlondie her @coachella ticket!! #RaverChicks #PLuR #Coachella2015,2,Time to get her ticket!! RaverChicks PLuR Coachella
